統編,公司名稱,公司地址,ADDR_X,ADDR_Y
16159363,京傳企業股份有限公司,114臺北市內湖區瑞光路358巷38弄30號2樓、32號2樓,307773.752,2774295.144
23931081,台灣亞德諾半導體股份有限公司,114臺北市內湖區瑞光路408號5樓之1,307551.901,2774550.34
24218979,超盈廣告有限公司,114臺北市內湖區內湖路1段120巷16號5樓,306757.627,2775051.908
25136362,淩亂美設計有限公司,114臺北市內湖區堤頂大道2段407巷20弄35號2樓,306778.955,2774941.57
25148043,優立迅有限公司,114臺北市內湖區瑞光路188巷54號3樓,308155.309,2774040.377
27278252,三木不動產開發有限公司,114臺北市內湖區陽光街321巷26號7樓之5,308371.606,2773917.507
54659564,普訊玖創業投資股份有限公司,114臺北市內湖區洲子街79號2樓,307648.437,2774778.146
50788382,鴻智創業投資有限公司,114臺北市內湖區洲子街79號2樓,307648.437,2774778.146
52529931,和樣有限公司,114臺北市內湖區陽光街321巷26號7樓,308371.606,2773917.507
54654385,思必瑞股份有限公司,114臺北市內湖區瑞光路298號2樓,307965.945,2774361.811
53776608,三日月書版股份有限公司,114臺北市內湖區洲子街88號3樓,307626.043,2774702.451
28865461,威碩系統股份有限公司,114臺北市內湖區瑞光路513巷39號4樓,307527.968,2774767.241
54366814,千浩有限公司,114臺北市內湖區陽光街321巷34號,308354.181,2773883.98
53909966,哲生企業有限公司,114臺北市內湖區陽光街321巷26號5樓之3,308371.606,2773917.507
53913954,興又昌股份有限公司,114臺北市內湖區內湖路1段388號8樓之2,307745.985,2774849.56
24934298,台灣微科軟件有限公司,114臺北市內湖區瑞光路578號7樓,307151.454,2774760.372
52615274,琦川有限公司,114臺北市內湖區瑞光路578號7樓,307151.454,2774760.372
53918374,思拓數位股份有限公司,114臺北市內湖區瑞光路441、443號4樓,307603.557,2774632.861
70450083,瑞仕普科技股份有限公司,114臺北市內湖區基湖路35巷13號6樓,307053.812,2774731.027
70458108,和利生股份有限公司,114臺北市內湖區民權東路6段13之22號4樓,308519.081,2773376.866
70476915,春水堂科技娛樂股份有限公司,114臺北市內湖區洲子街106號10樓,307491.55,2774797.174
84764938,台灣原井有限公司,114臺北市內湖區堤頂大道2段497號9樓之8,306677.595,2775071.327
25125267,晉詠科技有限公司,114臺北市內湖區瑞光路358巷30弄8號5樓之1,307770.909,2774342.144
84781845,捷萌科技股份有限公司,114臺北市內湖區瑞光路358巷30弄8號5樓之1,307770.909,2774342.144
84899112,台灣三星電子股份有限公司,114臺北市內湖區瑞光路399號10樓之1,307766.35,2774501.662
84929100,青林國際出版股份有限公司,114臺北市內湖區內湖路1段314號7樓之1,307426.095,2774907.769
28848581,喜友宏股份有限公司,114臺北市內湖區內湖路1段360巷15號3樓之4,307573.523,2774862.505
28856104,洛崴國際貿易有限公司,112臺北市北投區內湖路1段68號10樓,306733.885,2775156.989
28867475,誌磊實業股份有限公司,114臺北市內湖區瑞光路102號4樓,308642.692,2773820.825
50771798,宏偉藝術股份有限公司,114臺北市內湖區洲子街105號3樓,307457.174,2774855.184
50781732,佳樂美健康事業股份有限公司,114臺北市內湖區堤頂大道2段179號5樓,307512.203,2774462.907
53180038,珍好吃有限公司,114臺北市內湖區瑞光路517號1樓,307409.491,2774675.116
53194201,富得林建設股份有限公司,114臺北市內湖區民權東路6段11巷37號3樓,308240.911,2773403.552
53311019,富蘭克林資產管理有限公司,114臺北市內湖區瑞湖街103號2樓之1,308132.593,2773949.864
54643590,台灣晶端顯示貿易股份有限公司,114臺北市內湖區瑞湖街36號7樓,308076.447,2774150.609
80536461,夏綠蒂生活事業有限公司,114臺北市內湖區瑞光路168號2樓之2,308374.664,2774088.887
80546159,明基逐鹿股份有限公司,114臺北市內湖區基湖路14號,306981.089,2774892.624
80618239,亞尼克子工房股份有限公司,114臺北市內湖區瑞湖街178巷15號5樓,308087.964,2773742.296
97119270,揚明資訊服務有限公司,114臺北市內湖區民權東路6段23號7樓,308791.892,2773499.553
97274997,陽新企業有限公司,114臺北市內湖區瑞光路435號3樓,307614.257,2774570.466
16440525,台灣索斯科股份有限公司,114臺北市內湖區基湖路3巷9號7樓,307118.059,2774879.007
16447610,金居開發股份有限公司,114臺北市內湖區瑞光路392號8樓,307627.173,2774516.717
16481721,根固租賃有限公司,114臺北市內湖區內湖路1段320號9樓,307474.249,2774946.002
24336011,全國維他命有限公司,114臺北市內湖區民權東路6段15巷38號4樓,308282.721,2773490.52
24338616,資圓科技有限公司,114臺北市內湖區民權東路6段15巷16號3樓,308398.855,2773450.595
24341099,博杰國際娛樂股份有限公司,114臺北市內湖區瑞光路358巷38弄1號4樓,307707.894,2774338.357
24343738,立林國際股份有限公司,114臺北市內湖區內湖路1段118號2樓,306819.71,2775110.091
27362461,群瑞投資有限公司,114臺北市內湖區瑞光路70號7樓,308689.832,2773764.884
27373853,廣漢科技有限公司,114臺北市內湖區陽光街351號4樓之5,308251.541,2773990.841
27515305,日冠科技有限公司,114臺北市內湖區瑞光路192號3樓,308222.119,2774179.017
27525697,文怡開發股份有限公司,114臺北市內湖區瑞光路358巷30弄6號3樓,307740.534,2774363.899
29059373,光寶綠色能資科技股份有限公司,114臺北市內湖區瑞光路392號22樓,307627.173,2774516.717
29065924,壹傳媒傳訊播放股份有限公司,114臺北市內湖區民權東路6段16號2樓,308249.337,2773228.87
29069436,樂果文化事業有限公司,114臺北市內湖區舊宗路2段121巷19號3樓,308068.5,2773580.135
29048355,豐玉國際貿易有限公司,114臺北市內湖區港墘路221巷21號,307927.151,2774145.099
50862214,方心有限公司,114臺北市內湖區陽光街345巷14號4樓,308304.357,2773904.846
50864959,永揚資本有限公司,114臺北市內湖區陽光街345巷12號4樓,308302.614,2773911.516
50862397,凱斯鑽石國際有限公司,114臺北市內湖區陽光街321巷26號8樓之3,308371.606,2773917.507
50864888,傑的電子商務有限公司,114臺北市內湖區內湖路1段308號,307400.493,2774918.405
12515600,俊欣行股份有限公司,114臺北市內湖區民權東路6段18之1號、18之2號、18之3號1樓,308295.674,2773242.88
12545870,榮復國際有限公司,114臺北市內湖區瑞光路478巷18弄20號2樓,307338.228,2774583.841
12636528,藝動網科技股份有限公司,114臺北市內湖區瑞光路258巷56號6樓,307959.945,2774135.243
22447595,德業聚股份有限公司,114臺北市內湖區瑞光路437號4樓,307610.08,2774572.59
42860121,依庭予有限公司,114臺北市內湖區堤頂大道2段239號,307186.837,2774558.578
22498171,弘億電氣化學工業股份有限公司,114臺北市內湖區內湖路1段120巷17號3樓,306739.506,2774997.221
16178220,台北美臻貿易有限公司,114臺北市內湖區瑞光路298號4樓,307965.945,2774361.811
16297963,視元素股份有限公司,114臺北市內湖區陽光街383號5樓,308143.365,2773958.801
16319333,容海科技有限公司,114臺北市內湖區內湖路1段320號8樓,307474.249,2774946.002
24307206,昇達昌企業有限公司,114臺北市內湖區陽光街345巷8號3樓,308294.596,2773959.511
24316893,宏緯電子股份有限公司,114臺北市內湖區瑞光路100號5樓,308654.155,2773808.59
24326941,柏崴技研有限公司,114臺北市內湖區瑞光路6之2號,308845.627,2773578.146
27298314,元強投資股份有限公司,114臺北市內湖區內湖路1段306號8樓,307414.585,2774952.484
27326944,富誠服務有限公司,114臺北市內湖區瑞光路76巷45號3樓,308584.269,2773712.412
27338815,福昌企業管理顧問股份有限公司,114臺北市內湖區基湖路35巷49號2樓之1,307146.342,2774693.803
29036772,大未來耿畫廊藝術有限公司,114臺北市內湖區瑞光路548巷15號(1樓),307202.766,2774670.998
29041016,鉅能電子股份有限公司,114臺北市內湖區瑞光路583巷21號6樓之6,307279.752,2774824.037
50785809,亞博有限公司,114臺北市內湖區洲子街58號,307784.756,2774671.919
50794151,儒意股份有限公司,114臺北市內湖區洲子街61號3樓,307796.053,2774702.291
50799156,洋溢顧問服務有限公司,114臺北市內湖區洲子街107號5樓,307443.68,2774860.212
53315325,力康健康事業股份有限公司,114臺北市內湖區內湖路1段356號2樓,307552.508,2774918.818
53325436,展路股份有限公司,114臺北市內湖區瑞光路192號5樓,308222.119,2774179.017
53334688,十二點原生概念有限公司,114臺北市內湖區民權東路6段15巷37號,308288.837,2773542.488
54662836,興盟生物科技股份有限公司,114臺北市內湖區瑞光路513巷22弄5號6樓之6,307407.764,2774751.446
54672476,麗泰國際貿易有限公司,114臺北市內湖區堤頂大道2段411號5樓,306816.354,2774832.16
50866892,盈緁股份有限公司,114臺北市內湖區內湖路1段316號13樓,307441.308,2774942.165
50869130,台灣連線金融科技股份有限公司,114臺北市內湖區瑞光路610號10樓,307065.981,2774798.285
53348711,巨石國際管理顧問股份有限公司,114臺北市內湖區基湖路3巷9號2樓,307118.059,2774879.007
53351004,中租保險經紀人股份有限公司,114臺北市內湖區瑞光路362號8樓,307737.173,2774459.756
53356824,台灣赫那羅國際物流有限公司,114臺北市內湖區瑞光路513巷36號4樓,307496.436,2774784.62
53358858,集拓聖域股份有限公司,114臺北市內湖區內湖路1段300號8樓之5,307372.677,2774953.82
54863756,學堂講座職能培訓有限公司,114臺北市內湖區洲子街85號5樓之1,307564.424,2774806.209
55121680,康晤企業股份有限公司,114臺北市內湖區內湖路1段300號7樓,307372.677,2774953.82
55204252,錦陽國際投資股份有限公司,114臺北市內湖區瑞光路212號4樓,308133.799,2774236.26
55389618,顯昱國際興業股份有限公司,114臺北市內湖區內湖路1段396號7樓,307822.869,2774819.581
82797363,果效數位股份有限公司,114臺北市內湖區瑞光路612號2樓,307056.853,2774802.915
82799138,捷苙半導體製造股份有限公司,114臺北市內湖區瑞光路66巷42號3樓,308587.266,2773625.884
82799334,宏智生醫科技股份有限公司,114臺北市內湖區瑞光路581之1號,307281.929,2774737.834
82802627,王家食品科技有限公司,114臺北市內湖區洲子街100號,307563.536,2774763.576
22554659,立寶電子工業股份有限公司,114臺北市內湖區內湖路1段120巷13號3樓之1,306763.356,2775027.483
22620497,威富企業股份有限公司,114臺北市內湖區內湖路1段122巷15號1樓,306763.356,2775027.483
24748105,辣椒方舟移動數位股份有限公司,114臺北市內湖區瑞光路583巷31號2樓,307293.747,2774850.379
50761399,永亨國際開發股份有限公司,114臺北市內湖區民權東路6段15巷41號3樓,308254.971,2773550.69
24750713,賜億有限公司,114臺北市內湖區瑞光路188巷54號7樓,308155.309,2774040.377
24752472,台灣洛雅國際時尚有限公司,114臺北市內湖區瑞光路583巷29號2樓,307291.198,2774845.566
23533366,中茂能資系統整合科技股份有限公司,114臺北市內湖區內湖路1段396號3樓之1,307822.869,2774819.581
24756174,特沃國際股份有限公司,114臺北市內湖區洲子街63號,307815.397,2774742.677
28113151,台灣豪威光電科技股份有限公司,114臺北市內湖區瑞光路258巷2號10樓之1,308051.827,2774219.522
28172799,台灣日立醫療設備股份有限公司,114臺北市內湖區民權東路6段13之19號3樓,308501.112,2773367.524
28188407,昰玳股份有限公司,114臺北市內湖區基湖路10巷46號1樓,306858.56,2774986.88
42835995,作佳投資有限公司,114臺北市內湖區內湖路1段136號2樓,306892.453,2775062.725
42838732,台灣瀧源股份有限公司,114臺北市內湖區瑞光路76巷59號6樓,308543.263,2773673.023
24772499,禾立安股份有限公司,114臺北市內湖區瑞光路513巷31號8樓,307515.597,2774738.227
42839330,龍門企業有限公司,114臺北市內湖區洲子街79之1號7樓,307656.229,2774792.754
53935492,寶錤科技股份有限公司,114臺北市內湖區舊宗路2段181巷16號2樓,308017.954,2773826.778
42840934,克萊文貿易有限公司,114臺北市內湖區瑞光路478巷20號5樓之1,307393.394,2774559.756
42850165,高捷軒科技管理顧問有限公司,114臺北市內湖區洲子街183號5樓,307221.248,2774925.634
23912155,駿威科技股份有限公司,114臺北市內湖區洲子街183號5樓,307221.248,2774925.634
52541288,鑑微科技股份有限公司,114臺北市內湖區瑞光路106號2樓,308606.74,2773861.119
28823499,國仲投資有限公司,114臺北市內湖區內湖路1段308號12樓之2,307400.493,2774918.405
24933930,英群利興業有限公司,114臺北市內湖區港墘路208號3樓,307917.252,2774273.197
52557582,北泰國際旅行社有限公司,114臺北市內湖區瑞光路76巷107號,308376.859,2773438.799
52578989,宜馥有限公司,114臺北市內湖區內湖路1段360巷15號3樓之1,307573.523,2774862.505
53927676,安盛生科股份有限公司,114臺北市內湖區基湖路35巷2弄9號6樓,307045.169,2774679.911
53936437,無名興業股份有限公司,114臺北市內湖區洲子街61號6樓之1,307796.053,2774702.291
54361108,捷安網路科技股份有限公司,114臺北市內湖區瑞光路30號4樓,308789.703,2773672.113
01517124,國眾電腦股份有限公司,114臺北市內湖區陽光街298號3樓,307971.121,2773946.701
03250706,和泰股份有限公司,114臺北市內湖區洲子街68號4樓,307710.6,2774704.727
03436008,景德製藥股份有限公司,114臺北市內湖區港墘路221巷41號4樓,308012.817,2774020.986
04213933,聖瑪股份有限公司,114臺北市內湖區瑞光路582號8樓之1,307133.025,2774769.564
04293416,華美航運股份有限公司,114臺北市內湖區舊宗路2段105號1、2樓,308023.187,2773502.244
16606172,叢德貿易有限公司,114臺北市內湖區陽光街345巷5號9樓,308326.198,2773924.459
16610318,德恩資訊股份有限公司,114臺北市內湖區瑞光路513巷22弄5號3樓之5,307407.764,2774751.446
16622840,博宣寧股份有限公司,114臺北市內湖區瑞光路358巷30弄8號3樓之1,307770.909,2774342.144
24451546,興昇科技股份有限公司,114臺北市內湖區洲子街102號5樓,307554.604,2774767.627
24453848,銳駿五金有限公司,114臺北市內湖區洲子街62號7樓,307753.145,2774685.461
24456795,鉑泰生醫股份有限公司,114臺北市內湖區內湖路1段324號5樓,307495.019,2774938.858
24460117,遠建資產管理有限公司,114臺北市內湖區陽光街321巷8號3樓,308373.398,2773979.277
27534160,敦煌影像製作有限公司,114臺北市內湖區瑞光路441號,307603.557,2774632.861
27544694,春伍企業有限公司,114臺北市內湖區堤頂大道2段17號,307690.673,2774284.201
27546314,鋕東工程有限公司,114臺北市內湖區舊宗路2段121巷30號1樓,308098.147,2773536.06
27549558,十大科技股份有限公司,114臺北市內湖區內湖路1段120巷15弄8號6樓,306805.184,2774954.767
29089904,責實精英企管顧問股份有限公司,114臺北市內湖區內湖路1段308號6樓,307400.493,2774918.405
29164494,利普達科技股份有限公司,114臺北市內湖區洲子街74號3樓,307679.501,2774685.634
53943726,昕濤科技股份有限公司,114臺北市內湖區基湖路3巷47號2樓,307212.77,2774843.163
70539165,博暉科技股份有限公司,114臺北市內湖區瑞光路478巷20號3樓,307393.394,2774559.756
70551961,桓廣科技股份有限公司,114臺北市內湖區陽光街321巷56號4樓之2,308299.15,2773836.044
53117325,吉城開發股份有限公司,114臺北市內湖區瑞光路633號10樓,307133.468,2774805.967
86001605,友創工業股份有限公司,114臺北市內湖區洲子街65號6樓,307795.431,2774751.806
86018802,吉瑞恩有限公司,114臺北市內湖區陽光街321巷10-12號2樓,308360.91,2773971.658
86029580,秀邦興業股份有限公司,114臺北市內湖區堤頂大道2段285號7樓,307049.212,2774599.006
86127822,順崎企業有限公司,114臺北市內湖區瑞光路258巷55號5樓,307950.652,2774161.811
30435713,利邦股份有限公司,114臺北市內湖區內湖路1段244號2樓之1,307113.133,2774983.642
30878126,通懋實業股份有限公司,114臺北市內湖區陽光街321巷8號5樓,308373.398,2773979.277
50873161,慧瀛有限公司,114臺北市內湖區民權東路6段16之1號2樓,308257.317,2773231.283
50875891,巧克麗娛樂股份有限公司,114臺北市內湖區瑞光路168號2樓之2及2樓之3,308374.664,2774088.887
50880677,景陽投資有限公司,114臺北市內湖區內湖路1段316號8樓之1,307441.308,2774942.165
24940622,知意圖股份有限公司,114臺北市內湖區瑞光路318號8樓,307869.301,2774398.775
50883180,捷敏數據有限公司,114臺北市內湖區瑞光路318號8樓,307869.301,2774398.775
50884929,暴風網路科技有限公司,114臺北市內湖區瑞光路478巷18弄30號4樓,307278.456,2774608.631
53519622,豪瑞投資股份有限公司,114臺北市內湖區陽光街321巷26號7樓之6,308371.606,2773917.507
53524049,精誠隨想行動科技股份有限公司,114臺北市內湖區瑞光路258巷2號7樓之4,308051.827,2774219.522
53527995,石意廣告股份有限公司,114臺北市內湖區內湖路1段360巷10號4樓,307524.848,2774827.83
53532250,雅意墨象整合設計有限公司,114臺北市內湖區陽光街345巷22、26號1樓,308319.656,2773868.921
55651033,優利公寓大廈管理維護有限公司,114臺北市內湖區陽光街321巷56號4樓,308299.15,2773836.044
55664071,宏鈦資訊有限公司,114臺北市內湖區內湖路1段120巷15弄8號3樓,306805.184,2774954.767
55676219,盛喬國際有限公司,114臺北市內湖區行忠路195號1樓,308722.967,2773380.828
55683289,小檸檬媒體整合行銷有限公司,114臺北市內湖區民權東路6段15巷31號3樓,308320.587,2773503.33
55703476,卡丁資產管理有限公司,114臺北市內湖區瑞光路358巷38弄3號6樓,307715.937,2774329.466
82807756,雷特創新科技有限公司,114臺北市內湖區洲子街72號,307705.781,2774681.591
82810886,漢亞文化品牌管理顧問有限公司,114臺北市內湖區港墘路221巷39之1號,308002.708,2774037.224
82813482,旺福資產股份有限公司,114臺北市內湖區瑞湖街178巷25號5樓,308051.384,2773755.369
82817396,艾斯傳媒行銷股份有限公司,114臺北市內湖區陽光街321巷56號6樓之1,308299.15,2773836.044
82822905,海諾國際有限公司,114臺北市內湖區瑞光路68號5樓,308710.132,2773741.907
12664241,宗堡股份有限公司,114臺北市內湖區瑞光路478巷18弄30號2樓,307278.456,2774608.631
12670969,懷康科技股份有限公司,114臺北市內湖區內湖路1段388號5樓之1,307745.985,2774849.56
12684865,宗信燦股份有限公司,114臺北市內湖區基湖路35巷13號3樓,307053.812,2774731.027
28222783,大員國際整合行銷有限公司,114臺北市內湖區瑞湖街36號2樓,308076.447,2774150.609
12864276,成道投資有限公司,114臺北市內湖區內湖路1段66號5樓,306720.973,2775162.599
53329897,精鼎智能國際股份有限公司,114臺北市內湖區內湖路1段66號5樓,306720.973,2775162.599
22663690,臺田環工股份有限公司,114臺北市內湖區基湖路35巷16號7樓,307118.106,2774676.914
22729927,三鋒儀器科技有限公司,114臺北市內湖區港墘路221巷21號5樓,307927.151,2774145.099
22740802,亞致力物流股份有限公司,114臺北市內湖區瑞光路192號11樓,308222.119,2774179.017
24759257,鋒朋有限公司,114臺北市內湖區瑞光路478巷18弄22號4樓,307328.41,2774588.524
24766503,道南有限公司,114臺北市內湖區瑞湖街178巷19號2樓,308070.966,2773751.086
24769430,立鼎資訊科技股份有限公司,114臺北市內湖區洲子街110號7樓,307471.831,2774805.841
28192789,晁熙生物技術股份有限公司,114臺北市內湖區陽光街351號6樓之2,308251.541,2773990.841
28195054,輝記產業股份有限公司,114臺北市內湖區民權東路6段11巷41號,308218.577,2773403.813
28204440,孚伸實業有限公司,114臺北市內湖區洲子街150號6樓,307271.9,2774892.806
28213659,霆霈企業股份有限公司,114臺北市內湖區瑞湖街197號4樓,308173.746,2773412.518
42861108,台灣特斯拉汽車有限公司,114臺北市內湖區民權東路6段11巷6號,308050.396,2773368.352
42865126,禾笙有限公司,114臺北市內湖區瑞光路358巷30弄8號7樓之1,307770.909,2774342.144
42990617,威廉谷得國際貿易有限公司,114臺北市內湖區瑞光路128之5號1樓,308483.578,2773941.064
42994711,艾柏特量子智能機器人科技股份有限公司,114臺北市內湖區瑞光路358巷30弄6號6樓,307740.534,2774363.899
52614916,金貝科技有限公司,114臺北市內湖區瑞光路258巷51號7樓,307971.162,2774183.963
52623886,震峰有限公司,114臺北市內湖區民權東路6段11巷39號,308229.948,2773403.68
52632013,建呈有限公司,114臺北市內湖區內湖路1段120巷13號4樓,306763.356,2775027.483
04401323,恆昶實業股份有限公司,114臺北市內湖區民權東路6段38號,308636.478,2773388.884
04483844,上進視聽事業有限公司,114臺北市內湖區瑞光路34號3樓,308754.001,2773647.935
04648938,威健實業股份有限公司,114臺北市內湖區內湖路1段308號11樓,307400.493,2774918.405
04716983,王記電子股份有限公司,114臺北市內湖區瑞光路478巷18弄30號3樓,307278.456,2774608.631
16754362,台灣藝術電視台股份有限公司,114臺北市內湖區堤頂大道2段407巷20弄7號1樓,306815.851,2774897.831
16769750,乙泰通運有限公司,114臺北市內湖區瑞光路76巷107號1樓,308376.859,2773438.799
16775768,三金投資股份有限公司,114臺北市內湖區瑞光路513巷26號4樓之1,307474.238,2774727.762
16780431,宥富科技股份有限公司,114臺北市內湖區瑞光路513巷28號3樓,307479.219,2774738.161
25127997,御群開發股份有限公司,114臺北市內湖區港墘路183號11樓,308001.126,2774317.897
53951577,璞方空間設計工作室有限公司,114臺北市內湖區港墘路183號11樓,308001.126,2774317.897
53956518,崧和有限公司,114臺北市內湖區基湖路3巷49號,307220.092,2774840.167
54040296,沃特斯有限公司,114臺北市內湖區舊宗路2段181巷14號4樓,308016.311,2773839.392
70576858,陞達科技股份有限公司,114臺北市內湖區洲子街88號6樓,307626.043,2774702.451
70669172,曜越科技股份有限公司,114臺北市內湖區堤頂大道2段185號5樓,307451.457,2774487.676
70734477,誠創科技股份有限公司,114臺北市內湖區瑞光路66巷46號3樓,308573.88,2773636.101
28712091,明基亞太股份有限公司,114臺北市內湖區基湖路12號,306985.097,2774899.251
70771579,亞太電信股份有限公司,114臺北市內湖區基湖路32號8樓,306976.841,2774849.167
86161200,義利得股份有限公司,114臺北市內湖區陽光街321巷26號6樓之8,308371.606,2773917.507
86294551,台皇企業有限公司,114臺北市內湖區瑞光路443號8樓,307596.093,2774636.485
86303741,昌柏股份有限公司,114臺北市內湖區基湖路10巷48號3樓,306853.93,2774976.429
86382132,肯美資訊科技股份有限公司,114臺北市內湖區內湖路1段300號7樓之1,307372.677,2774953.82
24468928,朋德電子股份有限公司,114臺北市內湖區內湖路1段388號4樓,307745.985,2774849.56
24472275,台灣塞爾克斯應用生技有限公司,114臺北市內湖區堤頂大道2段89號3樓,307672.167,2774319.701
24476032,安捷揚科技有限公司,114臺北市內湖區瑞光路605號5樓,307191.295,2774773.196
24482512,果實夥伴股份有限公司,114臺北市內湖區瑞光路610號2樓,307065.981,2774798.285
27571684,摩德有限公司,114臺北市內湖區瑞光路478巷18弄20號1樓,307338.228,2774583.841
27578342,冠崴電子股份有限公司,114臺北市內湖區瑞光路76巷47號2樓,308575.686,2773706.108
27640303,新燁科技股份有限公司,114臺北市內湖區瑞湖街199號4樓,308176.92,2773400.769
30922431,零壹科技股份有限公司,114臺北市內湖區內湖路1段360巷8號10樓,307532.112,2774842.222
31098507,洋新興業股份有限公司,114臺北市內湖區瑞光路513巷22弄5號4樓,307407.764,2774751.446
31180409,玉霸企業有限公司,114臺北市內湖區港墘路221巷41號6樓之2,308012.817,2774020.986
31333708,寶積企業有限公司,114臺北市內湖區內湖路1段360巷15號6樓之3,307573.523,2774862.505
50889136,白苗空間設計有限公司,114臺北市內湖區洲子街80號8樓,307670.095,2774689.682
50892414,苾荃勝股份有限公司,114臺北市內湖區瑞光路408號11樓之5,307551.901,2774550.34
50893125,安山盛亞投資股份有限公司,114臺北市內湖區洲子街79之1號6樓之1,307656.229,2774792.754
50897591,台灣富樺電子有限公司,114臺北市內湖區內湖路1段306號9樓之2,307414.585,2774952.484
53540152,拾玖團隊股份有限公司,114臺北市內湖區內湖路1段120巷13號2樓,306763.356,2775027.483
53546022,大家建材事業股份有限公司,114臺北市內湖區陽光街381號1樓,308155.862,2773961.139
53547937,施懷哲維克生物科技股份有限公司,114臺北市內湖區基湖路35巷13號8樓,307053.812,2774731.027
53551093,雋景有限公司,114臺北市內湖區瑞光路513巷22弄5號6樓之3,307407.764,2774751.446
55709422,普儸電競股份有限公司,114臺北市內湖區瑞光路618號10樓,307038.485,2774816.023
55743630,元寶食品股份有限公司,114臺北市內湖區瑞湖街182號,308143.983,2773598.693
50771468,日興盛實業有限公司,114臺北市內湖區洲子街181號2樓,307244.531,2774922.986
55756894,睿寬智能科技有限公司,114臺北市內湖區堤頂大道2段201號4樓,307328.778,2774513.463
55768300,偉祥興業股份有限公司,114臺北市內湖區內湖路1段92號6樓,306790.244,2775126.826
82823469,泰樂客運股份有限公司,114臺北市內湖區舊宗路2段181巷6號4樓,307996.303,2773836.071
82829766,揚歐機械服務股份有限公司,114臺北市內湖區陽光街321巷10號10樓,308360.91,2773971.658
82834000,騰捷科技有限公司,114臺北市內湖區瑞光路433號4樓之1,307619.322,2774568.03
12791154,森積科技有限公司,114臺北市內湖區陽光街347號4樓之1,308280.321,2773997.46
96864926,智傑電子國際股份有限公司,114臺北市內湖區洲子街50號3樓,307807.555,2774642.26
12949606,世領投資股份有限公司,114臺北市內湖區洲子街77號7樓,307674.484,2774786.994
12855924,橡寶有限公司,114臺北市內湖區內湖路1段392號3樓,307791.26,2774832.537
54656840,總舖師實業股份有限公司,114臺北市內湖區民權東路6段11巷41號1樓,308218.577,2773403.813
12870262,台灣亞太環通海纜股份有限公司,114臺北市內湖區瑞光路415號4樓,307649.225,2774598.635
22762734,鍾榮企業有限公司,114臺北市內湖區瑞湖街162號,308134.07,2773810.843
22861755,遠巧股份有限公司,114臺北市內湖區基湖路35巷51號8樓,307167.98,2774684.307
22889748,寶島家電股份有限公司,114臺北市內湖區瑞光路513巷26號6樓,307474.238,2774727.762
